districts,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,555,3693,15.028432168968319,2419,39247,6.16352842255459,219.4230662274023,2765.510130668057,7.934270925067876
Ciutat_Vella,110,566,19.434628975265017,314,3420,9.181286549707602,24.948717692314446,172.56618087357538,14.457478033075471
Eixample,73,155,47.096774193548384,609,4835,12.595656670113753,53.176602874022024,258.45016527189074,20.575186252281945
Sants_Montjuic,48,512,9.375,225,5879,3.827181493451267,20.420227040957858,431.7524845930738,4.729614251138334
Les_Corts,22,241,9.12863070539419,119,2617,4.547191440580818,13.122548067636295,178.37825424236058,7.356585096862106
Sarria_Sant_Gervasi,73,578,12.629757785467127,258,5270,4.895635673624288,23.00510268075241,473.2286109254309,4.8613084986058555
Gracia,152,357,42.57703081232493,582,2158,26.969416126042635,42.08432507007868,145.5960676792582,28.90485006970697
Horta_Guinardo,105,476,22.058823529411764,446,4447,10.029233190915225,38.69965616814916,356.30692427083744,10.861325877218324
Nou_Barris,38,356,10.674157303370785,150,2985,5.025125628140704,12.980109644014505,242.70164873752972,5.3481753055793515
Sant_Andreu,42,324,12.962962962962962,191,2880,6.631944444444445,18.078134596140476,194.81164581088345,9.279801790540859
Sant_Marti,52,355,14.647887323943662,287,5165,5.556631171345596,29.060620468996188,327.1930545965878,8.881796254760491
