districts,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,626,3693,16.95098835634985,2898,39247,7.384003872907484,260.409508015777,2765.510130668057,9.416328117115613
Ciutat_Vella,110,566,19.434628975265017,315,3420,9.210526315789473,25.028848475380485,172.56618087357538,14.503912845887806
Eixample,82,155,52.903225806451616,742,4835,15.346432264736299,65.33824089785796,258.45016527189074,25.28078897884311
Sants_Montjuic,49,512,9.5703125,247,5879,4.201394795033169,22.24668841991143,431.7524845930738,5.152648615532325
Les_Corts,22,241,9.12863070539419,119,2617,4.547191440580818,13.122548067636295,178.37825424236058,7.356585096862106
Sarria_Sant_Gervasi,73,578,12.629757785467127,263,5270,4.990512333965844,23.196198762126546,473.2286109254309,4.901689844315371
Gracia,173,357,48.4593837535014,671,2158,31.09360518999073,48.7447323697051,145.5960676792582,33.47942918148561
Horta_Guinardo,131,476,27.521008403361346,559,4447,12.570272093546212,48.044187918673785,356.30692427083744,13.483933273818232
Nou_Barris,38,356,10.674157303370785,151,2985,5.058626465661641,12.995482276689362,242.70164873752972,5.354509268597247
Sant_Andreu,44,324,13.580246913580247,212,2880,7.361111111111112,19.32203075237558,194.81164581088345,9.918314006305739
Sant_Marti,74,355,20.845070422535212,409,5165,7.918683446272991,39.298417750229916,327.1930545965878,12.010773822409783
