,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
0,211,357,59.103641456582636,895,2158,41.47358665430955,62.91182002948247,145.5960676792582,43.20983460080424
