districts,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,67,3693,1.8142431627403195,179,39247,0.4560858154763422,15.072629969849158,2765.510130668057,0.5450216870551873
Ciutat_Vella,7,566,1.2367491166077738,8,3420,0.23391812865497078,0.7475481426258729,172.56618087357538,0.4331950436879275
Eixample,25,155,16.129032258064516,92,4835,1.902792140641158,8.162218164414831,258.45016527189074,3.158140044456207
Sants_Montjuic,4,512,0.78125,24,5879,0.40823269263480183,1.0854914833312883,431.7524845930738,0.2514152256365966
Les_Corts,1,241,0.4149377593360996,1,2617,0.03821169277799007,0.009060548584424961,178.37825424236058,0.005079401983671447
Sarria_Sant_Gervasi,6,578,1.0380622837370241,22,5270,0.41745730550284627,1.3199338392646918,473.2286109254309,0.27892097155399603
Gracia,40,357,11.204481792717088,99,2158,4.5875810936051895,6.89425004335629,145.5960676792582,4.735189729535843
Horta_Guinardo,4,476,0.8403361344537815,33,4447,0.7420733078479874,2.4249930193135105,356.30692427083744,0.6805910450031599
Nou_Barris,5,356,1.4044943820224718,27,2985,0.9045226130653266,1.5817040677246348,242.70164873752972,0.6517071787325073
Sant_Andreu,3,324,0.9259259259259258,5,2880,0.1736111111111111,0.2797990298035982,194.81164581088345,0.1436254124536362
Sant_Marti,15,355,4.225352112676056,42,5165,0.8131655372700872,4.084194718988939,327.1930545965878,1.2482522662421855
