districts,number of mapped streets,total number of streets,percentage street,number of mapped segments ,total number of segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,494,3693,13.376658543189818,2306,39247,5.87560832675109,189.06593080931637,2765.510130668057,6.836566198498943
Ciutat_Vella,77,566,13.604240282685511,201,3420,5.87719298245614,16.474261133712215,172.56618087357538,9.546633674289582
Eixample,82,155,52.903225806451616,582,4835,12.03722854188211,50.11904807733007,258.45016527189074,19.39215168409918
Sants_Montjuic,44,512,8.59375,231,5879,3.9292396666099676,17.16794641242019,431.7524845930738,3.9763399227687035
Les_Corts,54,241,22.40663900414938,274,2617,10.470003821169279,27.810036371522994,178.37825424236058,15.590485785188704
Sarria_Sant_Gervasi,132,578,22.837370242214533,638,5270,12.106261859582542,48.79255055798737,473.2286109254309,10.310566485523815
Gracia,171,357,47.89915966386555,696,2158,32.252085264133456,46.876976813562706,145.5960676792582,32.196595389396535
Horta_Guinardo,11,476,2.3109243697478994,54,4447,1.2143017764785249,4.343042885703315,356.30692427083744,1.2189049916981305
Nou_Barris,5,356,1.4044943820224718,33,2985,1.105527638190955,1.9779444905920527,242.70164873752972,0.8149695318844354
Sant_Andreu,4,324,1.2345679012345678,14,2880,0.4861111111111111,0.7973170833709784,194.81164581088345,0.4092758828930519
Sant_Marti,31,355,8.732394366197182,132,5165,2.5556631171345594,12.423543542867774,327.1930545965878,3.7970071089025303
